City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
215,hirara,24.8,125.2833,295.07,64,75,5.66,JP,1733723226
216,raduzhny,62.0961,77.475,262.24,87,100,7.34,RU,1733723227
217,aykhal,66.0,111.5,240.16,100,100,2.51,RU,1733723228
218,kailua-kona,19.6406,-155.9956,297.35,83,7,1.13,US,1733723229
219,alotau,-10.3069,150.4462,304.25,58,44,2.17,PG,1733723230
220,chandur,19.7333,79.1833,299.92,33,94,2.42,IN,1733723231
221,floro,61.5996,5.0328,273.13,93,0,3.09,NO,1733723232
222,namtsy,62.7161,129.6658,245.12,99,99,1.41,RU,1733723233
223,iskateley,67.6803,53.1512,267.21,95,100,6.65,RU,1733723234
224,malango,-2.9627,119.9001,297.66,88,80,0.71,ID,1733723240
225,fale old settlement,-9.3852,-171.2468,301.01,74,100,4.64,TK,1733723241
226,bang saphan,11.2126,99.5117,303.53,58,89,4.12,TH,1733723242
227,qamdo,31.1667,97.2333,274.74,14,0,4.75,CN,1733723243
228,al kharijah,25.4514,30.5464,288.68,36,0,3.27,EG,1733723244
229,geita,-2.8708,32.2341,292.83,81,90,0.9,TZ,1733723245
230,akureyri,65.6835,-18.0878,284.11,66,0,11.32,IS,1733723246
231,emkhomazi,-30.2067,30.7978,297.81,84,100,1.16,ZA,1733723272
232,santa cruz,-17.8,-63.1667,294.85,94,75,1.54,BO,1733723243
233,manokwari,-0.8667,134.0833,299.03,90,100,2.3,ID,1733723276
234,zhangye,38.9342,100.4517,268.48,46,97,1.42,CN,1733723277
235,las heras,-46.5419,-68.9359,283.78,61,87,4.98,AR,1733723029
236,mulayjah,27.271,48.4242,295.16,27,98,3.29,SA,1733723279
237,xylokastro,38.0776,22.6317,287.04,58,26,3.04,GR,1733723280
238,kudymkar,59.0173,54.656,266.41,90,99,3.99,RU,1733723281
239,port mathurin,-19.6833,63.4167,298.13,82,92,6.62,MU,1733723282
240,forshaga,59.5254,13.4813,271.44,86,11,4.12,SE,1733723283
241,klaksvik,62.2266,-6.589,280.44,78,60,9.64,FO,1733723284
242,anna regina,7.2644,-58.5077,298.82,83,29,3.62,GY,1733723285
243,montebello,34.0095,-118.1053,286.86,87,100,0.0,US,1733723286
244,port alfred,-33.5906,26.891,297.14,77,71,2.24,ZA,1733723287
245,constantia,44.1833,28.65,284.65,93,72,9.26,RO,1733723288
246,tekeli,44.83,78.8239,262.55,70,10,2.29,KZ,1733723289
247,sao joao da barra,-21.6403,-41.0511,296.79,95,99,3.47,BR,1733723290
248,nikolayevsk-on-amure,53.1406,140.73,261.62,87,99,6.32,RU,1733723292
249,kristiansund,63.1115,7.732,274.89,93,0,1.03,NO,1733723293
250,posto fiscal rolim de moura,-13.0833,-62.2667,295.26,98,100,0.22,BR,1733723294
251,tres passos,-27.4556,-53.9319,288.78,97,69,1.19,BR,1733723295
252,urangan,-25.3,152.9,299.73,75,4,6.93,AU,1733723296
253,awjilah,29.1081,21.2869,287.14,59,20,4.56,LY,1733723297
254,sorab,14.3833,75.1,300.56,64,98,1.43,IN,1733723298
255,itaituba,-4.2761,-55.9836,295.44,96,42,1.05,BR,1733723299
256,iquique,-20.2208,-70.1431,291.48,76,100,1.33,CL,1733723300
257,barisal,22.7019,90.3711,299.2,35,73,2.42,BD,1733723301
258,nadym,65.5333,72.5167,259.84,89,100,7.42,RU,1733723302
259,lerwick,60.1545,-1.1494,277.91,76,94,1.56,GB,1733723303
260,trincomalee,8.5711,81.2335,300.55,71,92,5.38,LK,1733723305
261,andergrove,-21.0833,149.1833,300.76,65,24,4.09,AU,1733723306
262,xam nua,20.4197,104.0439,297.36,52,78,1.2,LA,1733723307
263,lazaro cardenas,17.9583,-102.2,296.55,91,89,1.96,MX,1733723309
264,i-n-salah,27.1935,2.4607,287.2,31,94,1.03,DZ,1733723310
265,east london,-33.0153,27.9116,293.67,100,100,1.54,ZA,1733723114
266,saipan,15.1355,145.701,303.54,77,40,3.6,MP,1733723312
267,beypazari,40.1675,31.9211,281.2,86,92,2.44,TR,1733723313
268,sarikei,2.1167,111.5167,302.91,74,98,1.26,MY,1733723314
269,horta,38.5333,-28.6333,291.49,88,73,6.26,PT,1733723315
270,tara,56.8944,74.371,255.65,93,59,3.07,RU,1733723316
271,broome,42.2506,-75.833,276.36,89,100,0.0,US,1733723317
272,kapuskasing,49.4169,-82.4331,258.15,92,100,1.54,CA,1733723318
273,fort mcmurray,56.7268,-111.381,264.92,86,100,0.0,CA,1733723319
274,bam,29.106,58.357,284.25,23,100,1.7,IR,1733723063
275,santo antonio,-6.3106,-35.4789,295.56,85,9,2.52,BR,1733723323
276,siddipet,18.1,78.85,299.69,62,100,0.29,IN,1733723324
277,fisterra,42.9049,-9.2629,285.84,61,100,11.87,ES,1733723325
278,campos belos,-13.0367,-46.7717,294.12,70,15,0.95,BR,1733723326
279,wenchang,30.904,118.4887,284.57,34,46,2.11,CN,1733723327
280,sovetskaya gavan',48.9723,140.2878,265.02,59,0,6.79,RU,1733723328
281,namibe,-15.1961,12.1522,296.75,81,84,2.88,AO,1733723329
282,warrenton,-28.114,24.8475,300.87,38,12,5.04,ZA,1733723330
283,pemangkat,1.1667,108.9667,302.19,70,97,3.08,ID,1733723331
284,machico,32.7,-16.7667,291.5,73,75,6.69,PT,1733723332
285,happy valley-goose bay,53.3168,-60.3315,257.32,85,100,2.57,CA,1733723333
286,enewetak,11.3474,162.3373,301.11,83,100,7.7,MH,1733723334
287,guerrero negro,27.9769,-114.0611,288.68,77,3,2.95,MX,1733723335
288,petropavlovsk-kamchatsky,53.0452,158.6483,272.48,64,75,3.0,RU,1733723336
289,magdalena,14.1999,121.429,298.62,93,100,4.57,PH,1733723337
290,kruisfontein,-34.0033,24.7314,295.5,59,8,1.52,ZA,1733723339
291,talpa de allende,20.3833,-104.8167,288.73,87,86,2.32,MX,1733723340
292,harper,4.375,-7.7169,298.46,84,54,1.95,LR,1733723341
293,kankan,10.3854,-9.3057,291.9,32,47,1.32,GN,1733723342
294,prince albert,53.2001,-105.7677,270.12,86,100,5.66,CA,1733723343
295,noyabrsk,63.1994,75.4507,260.5,90,100,9.16,RU,1733723344
296,agat village,13.3886,144.6585,303.68,80,40,5.14,GU,1733723345
297,bahia blanca,-38.7196,-62.2724,292.17,31,99,8.48,AR,1733723305
